danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.722,0.736,3,-6.994,0,0.0585,0.431,0.00000118,0.123,0.582,89.86,audio_features,5T5mtNBCvVQ01WPr3MRzUY,spotify:track:5T5mtNBCvVQ01WPr3MRzUY,https://api.spotify.com/v1/tracks/5T5mtNBCvVQ01WPr3MRzUY,https://api.spotify.com/v1/audio-analysis/5T5mtNBCvVQ01WPr3MRzUY,208920,4
0.808,0.648,4,-5.49,0,0.273,0.396,0,0.117,0.658,149.978,audio_features,2fl01uGwbppFEci7qij1lU,spotify:track:2fl01uGwbppFEci7qij1lU,https://api.spotify.com/v1/tracks/2fl01uGwbppFEci7qij1lU,https://api.spotify.com/v1/audio-analysis/2fl01uGwbppFEci7qij1lU,180000,4
0.787,0.572,1,-7.516,1,0.222,0.145,0,0.0753,0.647,155.117,audio_features,5fEJDiHWMECUifmNipjvqO,spotify:track:5fEJDiHWMECUifmNipjvqO,https://api.spotify.com/v1/tracks/5fEJDiHWMECUifmNipjvqO,https://api.spotify.com/v1/audio-analysis/5fEJDiHWMECUifmNipjvqO,179413,4
0.757,0.451,2,-11.121,1,0.292,0.0485,0.00000156,0.337,0.506,150.035,audio_features,51SASYrlAU3DByPIsQFT9B,spotify:track:51SASYrlAU3DByPIsQFT9B,https://api.spotify.com/v1/tracks/51SASYrlAU3DByPIsQFT9B,https://api.spotify.com/v1/audio-analysis/51SASYrlAU3DByPIsQFT9B,167062,4
0.564,0.743,6,-5.782,1,0.22,0.584,0,0.101,0.191,168.849,audio_features,03JjVo4OYciAi88SEdtDii,spotify:track:03JjVo4OYciAi88SEdtDii,https://api.spotify.com/v1/tracks/03JjVo4OYciAi88SEdtDii,https://api.spotify.com/v1/audio-analysis/03JjVo4OYciAi88SEdtDii,185667,4
0.867,0.457,1,-7.908,1,0.237,0.0987,0,0.0967,0.193,101.052,audio_features,73csFz02rFRAGhlV7wFajY,spotify:track:73csFz02rFRAGhlV7wFajY,https://api.spotify.com/v1/tracks/73csFz02rFRAGhlV7wFajY,https://api.spotify.com/v1/audio-analysis/73csFz02rFRAGhlV7wFajY,210733,4
0.6,0.535,4,-12.028,1,0.376,0.274,0,0.0984,0.205,180.036,audio_features,3Wy1HGyh2hnHMF0xS2tJqH,spotify:track:3Wy1HGyh2hnHMF0xS2tJqH,https://api.spotify.com/v1/tracks/3Wy1HGyh2hnHMF0xS2tJqH,https://api.spotify.com/v1/audio-analysis/3Wy1HGyh2hnHMF0xS2tJqH,176000,3
0.83,0.612,10,-7.446,0,0.079,0.112,0,0.0892,0.252,97.989,audio_features,3ZkkwW0R78PahonxsdNZ4U,spotify:track:3ZkkwW0R78PahonxsdNZ4U,https://api.spotify.com/v1/tracks/3ZkkwW0R78PahonxsdNZ4U,https://api.spotify.com/v1/audio-analysis/3ZkkwW0R78PahonxsdNZ4U,243956,4
0.533,0.593,11,-5.284,1,0.0581,0.156,0.0262,0.0819,0.0888,128.646,audio_features,1l4RFBJ96hKYXRBl9AWCVt,spotify:track:1l4RFBJ96hKYXRBl9AWCVt,https://api.spotify.com/v1/tracks/1l4RFBJ96hKYXRBl9AWCVt,https://api.spotify.com/v1/audio-analysis/1l4RFBJ96hKYXRBl9AWCVt,158547,5
0.65,0.545,4,-7.712,0,0.0514,0.271,0.00000734,0.102,0.113,76.503,audio_features,063QMlz0AK9iDJmVZEc2fP,spotify:track:063QMlz0AK9iDJmVZEc2fP,https://api.spotify.com/v1/tracks/063QMlz0AK9iDJmVZEc2fP,https://api.spotify.com/v1/audio-analysis/063QMlz0AK9iDJmVZEc2fP,240924,4
0.795,0.492,0,-10.775,1,0.326,0.416,0,0.186,0.649,156.99,audio_features,5hlashYN7IwHpQ4PLtQNf4,spotify:track:5hlashYN7IwHpQ4PLtQNf4,https://api.spotify.com/v1/tracks/5hlashYN7IwHpQ4PLtQNf4,https://api.spotify.com/v1/audio-analysis/5hlashYN7IwHpQ4PLtQNf4,95533,4
0.849,0.813,11,-5.335,1,0.439,0.52,0,0.18,0.665,147.039,audio_features,3wG9ykVbw7fhfLsoZGPT1E,spotify:track:3wG9ykVbw7fhfLsoZGPT1E,https://api.spotify.com/v1/tracks/3wG9ykVbw7fhfLsoZGPT1E,https://api.spotify.com/v1/audio-analysis/3wG9ykVbw7fhfLsoZGPT1E,145853,4
0.828,0.748,1,-8.348,0,0.507,0.639,0,0.34,0.58,129.433,audio_features,1O4qKxSYi8Hs2nQEXrISZ4,spotify:track:1O4qKxSYi8Hs2nQEXrISZ4,https://api.spotify.com/v1/tracks/1O4qKxSYi8Hs2nQEXrISZ4,https://api.spotify.com/v1/audio-analysis/1O4qKxSYi8Hs2nQEXrISZ4,203048,4
0.853,0.668,3,-6.995,1,0.447,0.263,0,0.104,0.745,157.995,audio_features,5JIeLpAbKtpFrCSWeOAiwo,spotify:track:5JIeLpAbKtpFrCSWeOAiwo,https://api.spotify.com/v1/tracks/5JIeLpAbKtpFrCSWeOAiwo,https://api.spotify.com/v1/audio-analysis/5JIeLpAbKtpFrCSWeOAiwo,165363,4
0.689,0.68,7,-6.551,0,0.0774,0.392,0.00000122,0.107,0.567,75.445,audio_features,7tN7t8ECFVrExNd3qaqT3u,spotify:track:7tN7t8ECFVrExNd3qaqT3u,https://api.spotify.com/v1/tracks/7tN7t8ECFVrExNd3qaqT3u,https://api.spotify.com/v1/audio-analysis/7tN7t8ECFVrExNd3qaqT3u,168574,4
0.7,0.719,5,-6.12,1,0.09,0.725,0,0.116,0.429,143.971,audio_features,2EMTOyiYWGOIS3qg5jkcQT,spotify:track:2EMTOyiYWGOIS3qg5jkcQT,https://api.spotify.com/v1/tracks/2EMTOyiYWGOIS3qg5jkcQT,https://api.spotify.com/v1/audio-analysis/2EMTOyiYWGOIS3qg5jkcQT,149013,4
0.716,0.946,1,-3.412,1,0.261,0.094,0.0000663,0.0825,0.587,139.943,audio_features,6KigD0mlF4VGDYiSEzAyYw,spotify:track:6KigD0mlF4VGDYiSEzAyYw,https://api.spotify.com/v1/tracks/6KigD0mlF4VGDYiSEzAyYw,https://api.spotify.com/v1/audio-analysis/6KigD0mlF4VGDYiSEzAyYw,200571,4
0.875,0.474,1,-8.24,1,0.276,0.3,0.00000107,0.113,0.558,138.027,audio_features,66ks5ll4gswiaE7lfb2QMz,spotify:track:66ks5ll4gswiaE7lfb2QMz,https://api.spotify.com/v1/tracks/66ks5ll4gswiaE7lfb2QMz,https://api.spotify.com/v1/audio-analysis/66ks5ll4gswiaE7lfb2QMz,146480,4
0.829,0.708,10,-5.05,1,0.102,0.329,0,0.093,0.723,139.961,audio_features,7gi31ULI4vzNFUw8pokrfm,spotify:track:7gi31ULI4vzNFUw8pokrfm,https://api.spotify.com/v1/tracks/7gi31ULI4vzNFUw8pokrfm,https://api.spotify.com/v1/audio-analysis/7gi31ULI4vzNFUw8pokrfm,203813,4
0.75,0.758,6,-7.112,0,0.261,0.318,0,0.156,0.538,131.001,audio_features,7Khbx8MgVTwIJe8YBi8tci,spotify:track:7Khbx8MgVTwIJe8YBi8tci,https://api.spotify.com/v1/tracks/7Khbx8MgVTwIJe8YBi8tci,https://api.spotify.com/v1/audio-analysis/7Khbx8MgVTwIJe8YBi8tci,207907,4
0.908,0.61,9,-5.735,1,0.271,0.213,0.0000336,0.241,0.443,140.006,audio_features,2o7n4nINXpjbo9VpsHZ8Ik,spotify:track:2o7n4nINXpjbo9VpsHZ8Ik,https://api.spotify.com/v1/tracks/2o7n4nINXpjbo9VpsHZ8Ik,https://api.spotify.com/v1/audio-analysis/2o7n4nINXpjbo9VpsHZ8Ik,197613,4
0.506,0.881,5,-5.491,0,0.108,0.000163,0.00143,0.23,0.556,148.084,audio_features,4QMaRC93F0aFx3S648CLyh,spotify:track:4QMaRC93F0aFx3S648CLyh,https://api.spotify.com/v1/tracks/4QMaRC93F0aFx3S648CLyh,https://api.spotify.com/v1/audio-analysis/4QMaRC93F0aFx3S648CLyh,187322,4
0.581,0.85,5,-3.45,0,0.0734,0.185,0.00046,0.149,0.357,152.018,audio_features,0PieJw6d3jyki3JTxgZhIr,spotify:track:0PieJw6d3jyki3JTxgZhIr,https://api.spotify.com/v1/tracks/0PieJw6d3jyki3JTxgZhIr,https://api.spotify.com/v1/audio-analysis/0PieJw6d3jyki3JTxgZhIr,178809,4
0.568,0.788,2,-7.654,1,0.069,0.191,0.000176,0.0774,0.328,139.959,audio_features,3F1vWVOvzgKx7r5ZRp19gu,spotify:track:3F1vWVOvzgKx7r5ZRp19gu,https://api.spotify.com/v1/tracks/3F1vWVOvzgKx7r5ZRp19gu,https://api.spotify.com/v1/audio-analysis/3F1vWVOvzgKx7r5ZRp19gu,219077,4
0.64,0.957,8,-2.336,1,0.0741,0.0431,0,0.0789,0.692,134.992,audio_features,2UREu1Y8CO4jXkbvqAtP7g,spotify:track:2UREu1Y8CO4jXkbvqAtP7g,https://api.spotify.com/v1/tracks/2UREu1Y8CO4jXkbvqAtP7g,https://api.spotify.com/v1/audio-analysis/2UREu1Y8CO4jXkbvqAtP7g,178013,4
0.603,0.886,5,-3.777,0,0.0837,0.00045,0,0.26,0.395,126.025,audio_features,0i8JFpqe9cKwnrcvoNgl1L,spotify:track:0i8JFpqe9cKwnrcvoNgl1L,https://api.spotify.com/v1/tracks/0i8JFpqe9cKwnrcvoNgl1L,https://api.spotify.com/v1/audio-analysis/0i8JFpqe9cKwnrcvoNgl1L,229933,4
0.483,0.941,2,-3.598,0,0.0575,0.000526,0.0000035,0.31,0.503,156.033,audio_features,5O9Dz0h08LuBi0aVvDcylh,spotify:track:5O9Dz0h08LuBi0aVvDcylh,https://api.spotify.com/v1/tracks/5O9Dz0h08LuBi0aVvDcylh,https://api.spotify.com/v1/audio-analysis/5O9Dz0h08LuBi0aVvDcylh,232067,4
0.452,0.962,11,-3.063,0,0.0831,0.00901,0,0.065,0.566,164.032,audio_features,4Ahphc0UzRSoMpJRHgnGQK,spotify:track:4Ahphc0UzRSoMpJRHgnGQK,https://api.spotify.com/v1/tracks/4Ahphc0UzRSoMpJRHgnGQK,https://api.spotify.com/v1/audio-analysis/4Ahphc0UzRSoMpJRHgnGQK,208827,4
0.616,0.534,10,-10.264,0,0.483,0.639,0,0.0844,0.556,170.054,audio_features,3dl4lXWlOxnGo94OqNtpdq,spotify:track:3dl4lXWlOxnGo94OqNtpdq,https://api.spotify.com/v1/tracks/3dl4lXWlOxnGo94OqNtpdq,https://api.spotify.com/v1/audio-analysis/3dl4lXWlOxnGo94OqNtpdq,146480,4
0.802,0.549,5,-8.6,0,0.0631,0.268,0.00496,0.0984,0.498,138.984,audio_features,3DWDcsDoXRIFynCREIkibM,spotify:track:3DWDcsDoXRIFynCREIkibM,https://api.spotify.com/v1/tracks/3DWDcsDoXRIFynCREIkibM,https://api.spotify.com/v1/audio-analysis/3DWDcsDoXRIFynCREIkibM,184627,4
0.767,0.659,7,-4.541,1,0.0387,0.785,0,0.112,0.631,90.056,audio_features,6fmtZEUoGwxPNvUgr0NJm1,spotify:track:6fmtZEUoGwxPNvUgr0NJm1,https://api.spotify.com/v1/tracks/6fmtZEUoGwxPNvUgr0NJm1,https://api.spotify.com/v1/audio-analysis/6fmtZEUoGwxPNvUgr0NJm1,186720,4
0.752,0.468,0,-9.966,1,0.333,0.805,0,0.136,0.716,82.795,audio_features,2edc1m7WXxdBA61WlxSInp,spotify:track:2edc1m7WXxdBA61WlxSInp,https://api.spotify.com/v1/tracks/2edc1m7WXxdBA61WlxSInp,https://api.spotify.com/v1/audio-analysis/2edc1m7WXxdBA61WlxSInp,179253,4
0.797,0.654,8,-7.373,1,0.245,0.633,0,0.106,0.64,145.121,audio_features,3qjDXaWCalJ9ZzaHBG4j3V,spotify:track:3qjDXaWCalJ9ZzaHBG4j3V,https://api.spotify.com/v1/tracks/3qjDXaWCalJ9ZzaHBG4j3V,https://api.spotify.com/v1/audio-analysis/3qjDXaWCalJ9ZzaHBG4j3V,172520,4
0.357,0.98,6,-6.835,1,0.079,0.0000522,0.843,0.0768,0.368,96.969,audio_features,4pFC6tuWErxbO61oFFq3BQ,spotify:track:4pFC6tuWErxbO61oFFq3BQ,https://api.spotify.com/v1/tracks/4pFC6tuWErxbO61oFFq3BQ,https://api.spotify.com/v1/audio-analysis/4pFC6tuWErxbO61oFFq3BQ,242760,4
0.446,0.977,10,-5.036,0,0.0781,0.000535,0.472,0.105,0.339,172.059,audio_features,6V3SNkvi4BnfmZU0j7s9TQ,spotify:track:6V3SNkvi4BnfmZU0j7s9TQ,https://api.spotify.com/v1/tracks/6V3SNkvi4BnfmZU0j7s9TQ,https://api.spotify.com/v1/audio-analysis/6V3SNkvi4BnfmZU0j7s9TQ,284400,4
0.291,0.98,1,-5.138,1,0.153,0.00127,0.091,0.102,0.257,79.792,audio_features,1Ds58cpyJzL0YTKk02vh1C,spotify:track:1Ds58cpyJzL0YTKk02vh1C,https://api.spotify.com/v1/tracks/1Ds58cpyJzL0YTKk02vh1C,https://api.spotify.com/v1/audio-analysis/1Ds58cpyJzL0YTKk02vh1C,270920,4
0.462,0.974,1,-5.82,1,0.0816,0.0000294,0.723,0.0751,0.399,107.877,audio_features,77QKNMGwlnzxsTZPYfByMu,spotify:track:77QKNMGwlnzxsTZPYfByMu,https://api.spotify.com/v1/tracks/77QKNMGwlnzxsTZPYfByMu,https://api.spotify.com/v1/audio-analysis/77QKNMGwlnzxsTZPYfByMu,186576,3
0.338,0.988,8,-7.29,0,0.0865,0.0000835,0.833,0.0377,0.449,99.046,audio_features,3bQoMbPYOvvseHaSOWAQ3Q,spotify:track:3bQoMbPYOvvseHaSOWAQ3Q,https://api.spotify.com/v1/tracks/3bQoMbPYOvvseHaSOWAQ3Q,https://api.spotify.com/v1/audio-analysis/3bQoMbPYOvvseHaSOWAQ3Q,221960,4
0.256,0.952,7,-8.631,0,0.103,0.0000219,0.587,0.135,0.0724,144.481,audio_features,1sWcWDgthOikmqaHdfTfW2,spotify:track:1sWcWDgthOikmqaHdfTfW2,https://api.spotify.com/v1/tracks/1sWcWDgthOikmqaHdfTfW2,https://api.spotify.com/v1/audio-analysis/1sWcWDgthOikmqaHdfTfW2,206120,4
0.373,0.98,1,-5.016,0,0.122,0.000319,0.906,0.105,0.34,97.346,audio_features,10nOWGyxyXW42t9NH6BNSS,spotify:track:10nOWGyxyXW42t9NH6BNSS,https://api.spotify.com/v1/tracks/10nOWGyxyXW42t9NH6BNSS,https://api.spotify.com/v1/audio-analysis/10nOWGyxyXW42t9NH6BNSS,211947,4
0.13,0.947,8,-5.888,1,0.095,0.0000245,0.368,0.0453,0.334,60.631,audio_features,5WGvXmLt6acluR7TfhlHUH,spotify:track:5WGvXmLt6acluR7TfhlHUH,https://api.spotify.com/v1/tracks/5WGvXmLt6acluR7TfhlHUH,https://api.spotify.com/v1/audio-analysis/5WGvXmLt6acluR7TfhlHUH,272995,4
0.225,0.98,6,-5.626,1,0.143,0.00000584,0.86,0.0653,0.105,115.077,audio_features,4YWg4PxJzMn84j7Fo32W4M,spotify:track:4YWg4PxJzMn84j7Fo32W4M,https://api.spotify.com/v1/tracks/4YWg4PxJzMn84j7Fo32W4M,https://api.spotify.com/v1/audio-analysis/4YWg4PxJzMn84j7Fo32W4M,285907,4
0.571,0.996,10,-4.907,0,0.215,0.0000493,0.601,0.187,0.0468,94.992,audio_features,6m5EVmAlKhJwbQCT3xN5Kt,spotify:track:6m5EVmAlKhJwbQCT3xN5Kt,https://api.spotify.com/v1/tracks/6m5EVmAlKhJwbQCT3xN5Kt,https://api.spotify.com/v1/audio-analysis/6m5EVmAlKhJwbQCT3xN5Kt,211693,4
0.448,0.97,1,-4.197,1,0.105,0.000428,0.912,0.376,0.381,119.215,audio_features,6GjNQbnAPCFCxp45txPVfh,spotify:track:6GjNQbnAPCFCxp45txPVfh,https://api.spotify.com/v1/tracks/6GjNQbnAPCFCxp45txPVfh,https://api.spotify.com/v1/audio-analysis/6GjNQbnAPCFCxp45txPVfh,123880,4
0.363,0.994,8,-5.781,1,0.131,0.0000369,0.582,0.207,0.139,108.017,audio_features,7tLevkJnFLOMtOOUmhznQa,spotify:track:7tLevkJnFLOMtOOUmhznQa,https://api.spotify.com/v1/tracks/7tLevkJnFLOMtOOUmhznQa,https://api.spotify.com/v1/audio-analysis/7tLevkJnFLOMtOOUmhznQa,247564,4
0.251,0.981,10,-7.282,0,0.118,0.0000627,0.729,0.219,0.275,99.338,audio_features,6gP7mrmL9EsFS3sMpk3Ig3,spotify:track:6gP7mrmL9EsFS3sMpk3Ig3,https://api.spotify.com/v1/tracks/6gP7mrmL9EsFS3sMpk3Ig3,https://api.spotify.com/v1/audio-analysis/6gP7mrmL9EsFS3sMpk3Ig3,375307,4
0.297,0.993,9,-7.173,1,0.118,0.0000566,0.77,0.0766,0.178,127.693,audio_features,1SEE3lvWDlSYVEySrrAfMs,spotify:track:1SEE3lvWDlSYVEySrrAfMs,https://api.spotify.com/v1/tracks/1SEE3lvWDlSYVEySrrAfMs,https://api.spotify.com/v1/audio-analysis/1SEE3lvWDlSYVEySrrAfMs,182427,4
0.297,0.973,1,-4.505,1,0.151,0.00146,0.918,0.139,0.234,102.757,audio_features,1zXTJp4mMwu2y69LajfzFK,spotify:track:1zXTJp4mMwu2y69LajfzFK,https://api.spotify.com/v1/tracks/1zXTJp4mMwu2y69LajfzFK,https://api.spotify.com/v1/audio-analysis/1zXTJp4mMwu2y69LajfzFK,170520,4
0.184,0.974,8,-6.237,0,0.106,0.0000232,0.886,0.241,0.33,93.771,audio_features,107S1KOprUaRQqfI9nugxv,spotify:track:107S1KOprUaRQqfI9nugxv,https://api.spotify.com/v1/tracks/107S1KOprUaRQqfI9nugxv,https://api.spotify.com/v1/audio-analysis/107S1KOprUaRQqfI9nugxv,257390,3
0.358,0.977,8,-8.179,0,0.0727,0.0000818,0.924,0.103,0.449,137.681,audio_features,42es8ZJzFiOvjLR1yv0Sn7,spotify:track:42es8ZJzFiOvjLR1yv0Sn7,https://api.spotify.com/v1/tracks/42es8ZJzFiOvjLR1yv0Sn7,https://api.spotify.com/v1/audio-analysis/42es8ZJzFiOvjLR1yv0Sn7,194160,4
0.266,0.986,8,-8.346,0,0.166,0.000386,0.747,0.43,0.302,86.179,audio_features,5ycOd8aYjGCIrDfLNKqmKW,spotify:track:5ycOd8aYjGCIrDfLNKqmKW,https://api.spotify.com/v1/tracks/5ycOd8aYjGCIrDfLNKqmKW,https://api.spotify.com/v1/audio-analysis/5ycOd8aYjGCIrDfLNKqmKW,245773,4
0.29,0.934,10,-4.679,0,0.0962,0.000325,0.853,0.453,0.18,112.834,audio_features,3SP4UoCeEfG8OUevkxbPlX,spotify:track:3SP4UoCeEfG8OUevkxbPlX,https://api.spotify.com/v1/tracks/3SP4UoCeEfG8OUevkxbPlX,https://api.spotify.com/v1/audio-analysis/3SP4UoCeEfG8OUevkxbPlX,225867,3
0.138,0.991,8,-5.661,1,0.175,0.0000153,0.831,0.337,0.0718,94.443,audio_features,0HPmWGyYJ0xP1DYUWk8Fwm,spotify:track:0HPmWGyYJ0xP1DYUWk8Fwm,https://api.spotify.com/v1/tracks/0HPmWGyYJ0xP1DYUWk8Fwm,https://api.spotify.com/v1/audio-analysis/0HPmWGyYJ0xP1DYUWk8Fwm,244239,1
0.25,0.982,1,-7.911,0,0.145,0.0000581,0.000151,0.171,0.166,136.707,audio_features,5HRWatW5cXb8Ufy3An0LeS,spotify:track:5HRWatW5cXb8Ufy3An0LeS,https://api.spotify.com/v1/tracks/5HRWatW5cXb8Ufy3An0LeS,https://api.spotify.com/v1/audio-analysis/5HRWatW5cXb8Ufy3An0LeS,126333,4
0.247,0.992,8,-7.766,0,0.0772,0.0000285,0.799,0.0808,0.318,142.891,audio_features,27zu28YulIo7buGdzgN0bm,spotify:track:27zu28YulIo7buGdzgN0bm,https://api.spotify.com/v1/tracks/27zu28YulIo7buGdzgN0bm,https://api.spotify.com/v1/audio-analysis/27zu28YulIo7buGdzgN0bm,237093,4
0.196,0.983,8,-8.466,0,0.0818,0.00000305,0.919,0.0959,0.316,179.661,audio_features,4uy1mXLQUe6IW9BNUfZx15,spotify:track:4uy1mXLQUe6IW9BNUfZx15,https://api.spotify.com/v1/tracks/4uy1mXLQUe6IW9BNUfZx15,https://api.spotify.com/v1/audio-analysis/4uy1mXLQUe6IW9BNUfZx15,183827,4
0.454,0.968,6,-6.289,1,0.0787,0.0000173,0.338,0.0472,0.535,103.965,audio_features,3iZOVTPjyUEq9f5HsUQCj7,spotify:track:3iZOVTPjyUEq9f5HsUQCj7,https://api.spotify.com/v1/tracks/3iZOVTPjyUEq9f5HsUQCj7,https://api.spotify.com/v1/audio-analysis/3iZOVTPjyUEq9f5HsUQCj7,250262,4
0.245,0.915,1,-8.992,1,0.0718,0.0000986,0.704,0.633,0.482,101.017,audio_features,67gauLFb25vQYR7qMhNnTT,spotify:track:67gauLFb25vQYR7qMhNnTT,https://api.spotify.com/v1/tracks/67gauLFb25vQYR7qMhNnTT,https://api.spotify.com/v1/audio-analysis/67gauLFb25vQYR7qMhNnTT,228733,3
0.794,0.659,7,-7.063,0,0.0498,0.143,0.00224,0.0944,0.308,112.019,audio_features,6hzi3AGB39FjxFqcjgbWs7,spotify:track:6hzi3AGB39FjxFqcjgbWs7,https://api.spotify.com/v1/tracks/6hzi3AGB39FjxFqcjgbWs7,https://api.spotify.com/v1/audio-analysis/6hzi3AGB39FjxFqcjgbWs7,247460,4
0.777,0.698,6,-7.706,0,0.0704,0.293,0.0000232,0.0908,0.119,119.963,audio_features,6VSaNvPPagk4U5Skxp6XfV,spotify:track:6VSaNvPPagk4U5Skxp6XfV,https://api.spotify.com/v1/tracks/6VSaNvPPagk4U5Skxp6XfV,https://api.spotify.com/v1/audio-analysis/6VSaNvPPagk4U5Skxp6XfV,247161,4
0.592,0.371,9,-9.965,0,0.0437,0.4,0.000367,0.0953,0.197,127.966,audio_features,1gVnckXtTdCoLwtiPPqlQS,spotify:track:1gVnckXtTdCoLwtiPPqlQS,https://api.spotify.com/v1/tracks/1gVnckXtTdCoLwtiPPqlQS,https://api.spotify.com/v1/audio-analysis/1gVnckXtTdCoLwtiPPqlQS,316546,4
0.729,0.533,9,-10.104,0,0.444,0.747,0.00000454,0.0848,0.422,155.999,audio_features,1w2OwBeojIZI8hTI5WkMkV,spotify:track:1w2OwBeojIZI8hTI5WkMkV,https://api.spotify.com/v1/tracks/1w2OwBeojIZI8hTI5WkMkV,https://api.spotify.com/v1/audio-analysis/1w2OwBeojIZI8hTI5WkMkV,225953,4
0.798,0.564,2,-5.98,1,0.047,0.23,0.0000183,0.183,0.394,108.004,audio_features,295SxdR1DqunCNwd0U767w,spotify:track:295SxdR1DqunCNwd0U767w,https://api.spotify.com/v1/tracks/295SxdR1DqunCNwd0U767w,https://api.spotify.com/v1/audio-analysis/295SxdR1DqunCNwd0U767w,254218,4
0.826,0.76,11,-6.382,0,0.117,0.392,0,0.132,0.813,99.974,audio_features,6YHnhfw8yMCx4vZvsgem3D,spotify:track:6YHnhfw8yMCx4vZvsgem3D,https://api.spotify.com/v1/tracks/6YHnhfw8yMCx4vZvsgem3D,https://api.spotify.com/v1/audio-analysis/6YHnhfw8yMCx4vZvsgem3D,216285,4
0.784,0.7,7,-7.649,0,0.108,0.491,0,0.108,0.769,82.028,audio_features,00X2yv2vrtritPt2CZnUTZ,spotify:track:00X2yv2vrtritPt2CZnUTZ,https://api.spotify.com/v1/tracks/00X2yv2vrtritPt2CZnUTZ,https://api.spotify.com/v1/audio-analysis/00X2yv2vrtritPt2CZnUTZ,190067,4
0.539,0.487,1,-9.653,1,0.202,0.309,0,0.097,0.375,169.985,audio_features,0vfB1HhL36tfV8q6LLKtgo,spotify:track:0vfB1HhL36tfV8q6LLKtgo,https://api.spotify.com/v1/tracks/0vfB1HhL36tfV8q6LLKtgo,https://api.spotify.com/v1/audio-analysis/0vfB1HhL36tfV8q6LLKtgo,186353,4
0.688,0.569,10,-7.007,0,0.0375,0.392,0.000175,0.12,0.359,109.041,audio_features,4GCIYE1x1TWJCChPkpy9by,spotify:track:4GCIYE1x1TWJCChPkpy9by,https://api.spotify.com/v1/tracks/4GCIYE1x1TWJCChPkpy9by,https://api.spotify.com/v1/audio-analysis/4GCIYE1x1TWJCChPkpy9by,252373,4
0.745,0.456,8,-9.482,1,0.0874,0.44,0,0.072,0.124,94.032,audio_features,5n9NAd0Y5OUeOGU0nVtLua,spotify:track:5n9NAd0Y5OUeOGU0nVtLua,https://api.spotify.com/v1/tracks/5n9NAd0Y5OUeOGU0nVtLua,https://api.spotify.com/v1/audio-analysis/5n9NAd0Y5OUeOGU0nVtLua,314367,4
0.779,0.705,4,-7.834,0,0.0827,0.277,0,0.0804,0.228,103.048,audio_features,4LAGHmHcSt0HHwXCJcFri6,spotify:track:4LAGHmHcSt0HHwXCJcFri6,https://api.spotify.com/v1/tracks/4LAGHmHcSt0HHwXCJcFri6,https://api.spotify.com/v1/audio-analysis/4LAGHmHcSt0HHwXCJcFri6,233597,4
0.609,0.517,6,-7.557,0,0.0451,0.231,0.0000362,0.0777,0.0761,120.914,audio_features,0lkQfsTMmtDA37tjjew9n0,spotify:track:0lkQfsTMmtDA37tjjew9n0,https://api.spotify.com/v1/tracks/0lkQfsTMmtDA37tjjew9n0,https://api.spotify.com/v1/audio-analysis/0lkQfsTMmtDA37tjjew9n0,285627,4
0.715,0.682,7,-7.714,1,0.1,0.325,0.0000042,0.0928,0.136,103.037,audio_features,5UOGzIMvxXyRZIWBbqDcpU,spotify:track:5UOGzIMvxXyRZIWBbqDcpU,https://api.spotify.com/v1/tracks/5UOGzIMvxXyRZIWBbqDcpU,https://api.spotify.com/v1/audio-analysis/5UOGzIMvxXyRZIWBbqDcpU,230013,4
0.656,0.381,0,-8.757,0,0.0802,0.653,0,0.116,0.166,84.907,audio_features,1gRMO4h3NGb1ZJA7TNdMPj,spotify:track:1gRMO4h3NGb1ZJA7TNdMPj,https://api.spotify.com/v1/tracks/1gRMO4h3NGb1ZJA7TNdMPj,https://api.spotify.com/v1/audio-analysis/1gRMO4h3NGb1ZJA7TNdMPj,325556,4
0.648,0.465,6,-9.716,0,0.171,0.772,0.00000198,0.287,0.407,103.025,audio_features,7dn6WQzScfRGpp7XdTiCj0,spotify:track:7dn6WQzScfRGpp7XdTiCj0,https://api.spotify.com/v1/tracks/7dn6WQzScfRGpp7XdTiCj0,https://api.spotify.com/v1/audio-analysis/7dn6WQzScfRGpp7XdTiCj0,256281,4
0.734,0.425,0,-9.773,1,0.0635,0.131,0.0000171,0.0726,0.235,114.969,audio_features,2lFWyfuXtCN8Sb7cHJILva,spotify:track:2lFWyfuXtCN8Sb7cHJILva,https://api.spotify.com/v1/tracks/2lFWyfuXtCN8Sb7cHJILva,https://api.spotify.com/v1/audio-analysis/2lFWyfuXtCN8Sb7cHJILva,268347,4
0.762,0.6,5,-7.585,0,0.0909,0.542,0,0.0841,0.39,115.908,audio_features,2jBleFNl3YK8lyJc1OvxXt,spotify:track:2jBleFNl3YK8lyJc1OvxXt,https://api.spotify.com/v1/tracks/2jBleFNl3YK8lyJc1OvxXt,https://api.spotify.com/v1/audio-analysis/2jBleFNl3YK8lyJc1OvxXt,352627,4
0.909,0.582,7,-5.357,1,0.0665,0.0696,0.0000478,0.0984,0.844,126.063,audio_features,5gqh2FMBquUEwDsRUU4pCF,spotify:track:5gqh2FMBquUEwDsRUU4pCF,https://api.spotify.com/v1/tracks/5gqh2FMBquUEwDsRUU4pCF,https://api.spotify.com/v1/audio-analysis/5gqh2FMBquUEwDsRUU4pCF,249598,4
